id	name
183	A diphosphomevalonate decarboxylase. enzyme. This enzyme is also known as mevalonate diphosphate decarboxylase. mevalonate pyrophosphate decarboxylase.
184	A deoxyribonuclease IV. enzyme. This enzyme is also known as deoxyribonuclease IV (phage T4-induced). endodeoxyribonuclease IV (phage T4-induced). endonuclease II. endonuclease IV.
185	A fructose-bisphosphatase. enzyme. This enzyme is also known as fructose 1,6-bisphosphatase. hexose diphosphatase.
186	A alanine racemase. enzyme.
187	A 3',5'-cyclic-nucleotide phosphodiesterase. enzyme. This enzyme is also known as cyclic AMP phosphodiesterase.
188	A adenylosuccinate lyase. enzyme. This enzyme is also known as adenylosuccinase. succino AMP-lyase.
189	A isopentenyl-diphosphate Delta-isomerase. enzyme. This enzyme is also known as IPP isomerase. isopentenylpyrophosphate Delta-isomerase. isopentenylpyrophosphate isomerase. methylbutenylpyrophosphate isomerase.
190	A proteasome endopeptidase complex. enzyme. This enzyme is also known as ingensin. Lens neutral proteinase. macropain. multicatalytic endopeptidase complex. multicatalytic proteinase (complex). prosome. proteasome.
191	A alpha-galactosidase. enzyme. This enzyme is also known as melibiase.
192	A licheninase. enzyme. This enzyme is also known as 1,3-1,4-beta-D-glucan 4-glucanohydrolase. beta-glucanase. endo-beta-1,3-1,4 glucanase. lichenase. mixed linkage beta-glucanase.
193	A methane monooxygenase (soluble). enzyme. This enzyme is also known as methane hydroxylase.
194	A acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase. enzyme. This enzyme is also known as acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase. UDP-N-acetylglucosamine acyltransferase.
195	A RING-type E3 ubiquitin transferase. enzyme. This enzyme is also known as RING E3 ligase. ubiquitin transferase RING E3.
196	A NADH:ubiquinone reductase (H(+)-translocating). enzyme. This enzyme is also known as coenzyme Q reductase. complex I (electron transport chain). complex I (mitochondrial electron transport). dihydronicotinamide adenine dinucleotide-coenzyme Q reductase. DPNH-coenzyme Q reductase. DPNH-ubiquinone reductase. electron transfer complex I. mitochondrial electron transport complex 1. mitochondrial electron transport complex I. NADH coenzyme Q1 reductase. NADH-coenzyme Q reductase. NADH-CoQ oxidoreductase. NADH-CoQ reductase. NADH dehydrogenase (ubiquinone). NADH-ubiquinone oxidoreductase. NADH-ubiquinone reductase. reduced nicotinamide adenine dinucleotide-coenzyme Q reductase. ubiquinone reductase.
197	A DNA (cytosine-5-)-methyltransferase. enzyme. This enzyme is also known as cytosine 5-methyltransferase. cytosine DNA methylase. cytosine DNA methyltransferase. cytosine-specific DNA methyltransferase. deoxyribonucleate methylase. deoxyribonucleate methyltransferase. deoxyribonucleic (cytosine-5-)-methyltransferase. deoxyribonucleic acid (cytosine-5-)-methyltransferase. deoxyribonucleic acid methylase. deoxyribonucleic acid methyltransferase. deoxyribonucleic acid modification methylase. deoxyribonucleic methylase. DNA 5-cytosine methylase. DNA-cytosine 5-methylase. DNA cytosine C(5) methylase. DNA cytosine methylase. DNA-cytosine methyltransferase. DNA methylase. DNA methyltransferase. DNA transmethylase. methylphosphotriester-DNA methyltransferase. modification methylase. restriction-modification system. site-specific DNA-methyltransferase (cytosine-specific). Type II DNA methylase.
198	A endo-1,4-beta-xylanase. enzyme.
199	A catechol oxidase. enzyme. This enzyme is also known as diphenol oxidase. o-diphenolase. phenolase. polyphenol oxidase. tyrosinase.
200	A tRNA pseudouridine(55) synthase. enzyme. This enzyme is also known as Psi(55) synthase. Psi(55) tRNA pseudouridine synthase. tRNA pseudouridine 55 synthase. tRNA Psi(55) synthase.
201	A Transferred entry: 7.1.1.9. enzyme.
202	A protein O-GlcNAcase. enzyme. This enzyme is also known as glycoside hydrolase O-GlcNAcase. OGA. O-GlcNAcase. O-GlcNAc hydrolase.
203	A L-threonine 3-dehydrogenase. enzyme. This enzyme is also known as TDH.
204	A enoyl-CoA hydratase. enzyme. This enzyme is also known as enoyl hydrase. unsaturated acyl-CoA hydratase.
205	A cathepsin L. enzyme.
206	A RNA ligase (ATP). enzyme. This enzyme is also known as polyribonucleotide synthase (ATP). ribonucleic ligase.
207	A phosphoinositide phospholipase C. enzyme. This enzyme is also known as 1-phosphatidyl-D-myo-inositol-4,5-bisphosphate inositoltrisphosphohydrolase. 1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase. monophosphatidylinositol phosphodiesterase. phosphatidylinositol phospholipase C. phosphoinositidase C. PI-PLC. triphosphoinositide phosphodiesterase.
208	A trypsin. enzyme. This enzyme is also known as alpha-trypsin. beta-trypsin.
209	A acetyl-CoA C-acetyltransferase. enzyme. This enzyme is also known as acetoacetyl-CoA thiolase.
210	A poly(A)-specific ribonuclease. enzyme.
211	A NAD(P)H dehydrogenase (quinone). enzyme. This enzyme is also known as azoreductase. dehydrogenase, reduced nicotinamide adenine dinucleotide (phosphate, quinone). diaphorase. DT-diaphorase. flavoprotein NAD(P)H-quinone reductase. menadione oxidoreductase. menadione reductase. NAD(P)H:(quinone-acceptor)oxidoreductase. NAD(P)H: menadione oxidoreductase. NAD(P)H2 dehydrogenase (quinone). NAD(P)H dehydrogenase. NAD(P)H menadione reductase. NAD(P)H-quinone dehydrogenase. NAD(P)H-quinone oxidoreductase. NADH-menadione reductase. naphthoquinone reductase. p-benzoquinone reductase. phylloquinone reductase. quinone reductase. reduced NAD(P)H dehydrogenase. reduced nicotinamide-adenine dinucleotide (phosphate) dehydrogenase. viologen accepting pyridine nucleotide oxidoreductase. vitamin K reductase. vitamin-K reductase.
212	A beta-ketoacyl-[acyl-carrier-protein] synthase III. enzyme. This enzyme is also known as 3-ketoacyl-acyl carrier protein synthase III. 3-oxoacyl:ACP synthase III. beta-ketoacyl (acyl carrier protein) synthase III. beta-ketoacyl-ACP synthase III. beta-ketoacyl-acyl carrier protein synthase III. KASIII. KAS III.
213	A serine-type D-Ala-D-Ala carboxypeptidase. enzyme. This enzyme is also known as D-alanyl-D-alanine carboxypeptidase. DD-peptidase. DD-transpeptidase.
214	A 16S rRNA (uracil(1498)-N(3))-methyltransferase. enzyme. This enzyme is also known as m(3)U(1498) specific methyltransferase.
215	A receptor protein-tyrosine kinase. enzyme. This enzyme is also known as receptor protein tyrosine kinase.
216	A adenylate cyclase. enzyme. This enzyme is also known as 3',5'-cyclic AMP synthetase. adenyl cyclase. adenylyl cyclase. ATP pyrophosphate-lyase.
217	A sulfate adenylyltransferase. enzyme. This enzyme is also known as ATP-sulfurylase. sulfate adenylate transferase. sulfurylase.
218	A 6,7-dimethyl-8-ribityllumazine synthase. enzyme. This enzyme is also known as lumazine synthase.
219	A coagulation factor IXa. enzyme. This enzyme is also known as Christmas factor.
220	A glutathione synthase. enzyme. This enzyme is also known as glutathione synthetase. GSH synthetase.
221	A purine nucleosidase. enzyme. This enzyme is also known as IAG-NH. IAG-nucleoside hydrolase. inosine-adenosine-guanosine preferring nucleoside hydrolase. N-D-ribosylpurine ribohydrolase. N-ribosyl purine ribohydrolase. nucleosidase. nucleosidase g. nucleoside hydrolase. purine beta-ribosidase. purine nucleoside hydrolase. purine ribonucleosidase. purine-specific nucleoside N-ribohydrolase. ribonucleoside hydrolase.
222	A phosphoglycerate kinase. enzyme.
223	A signal peptidase I. enzyme. This enzyme is also known as bacterial leader peptidase I. phage-procoat-leader peptidase. SPase I.
224	A D-alanine--D-alanine ligase. enzyme. This enzyme is also known as alanine:alanine ligase (ADP-forming). alanylalanine synthetase. D-Ala-D-Ala synthetase. D-alanylalanine synthetase. D-alanyl-D-alanine synthetase.
225	A rRNA N-glycosylase. enzyme. This enzyme is also known as rRNA N-glycosidase.
226	A triose-phosphate isomerase. enzyme. This enzyme is also known as phosphotriose isomerase. triosephosphate isomerase. triosephosphate mutase. triose phosphoisomerase.
227	A adenylate kinase. enzyme. This enzyme is also known as adenylic kinase. adenylokinase. myokinase.
228	A dual-specificity kinase. enzyme.
229	A pyrroline-5-carboxylate reductase. enzyme. This enzyme is also known as P5CR.
230	A beta-glucuronidase. enzyme.
231	A endopeptidase La. enzyme. This enzyme is also known as ATP-dependent protease La. ATP-dependent serine proteinase.
232	A cytidine deaminase. enzyme. This enzyme is also known as (deoxy)cytidine deaminase. cytidine aminohydrolase. cytosine nucleoside deaminase.
233	A histidine kinase. enzyme. This enzyme is also known as histidine protein kinase. HK1. protein histidine kinase. protein kinase. protein kinase (histidine).
234	A histidine--tRNA ligase. enzyme. This enzyme is also known as histidine translase. histidyl-tRNA synthetase.
235	A IMP dehydrogenase. enzyme. This enzyme is also known as IMP oxidoreductase. inosinate dehydrogenase. inosine 5'-monophosphate dehydrogenase. inosine monophosphate oxidoreductase. inosinic acid dehydrogenase.
236	A deoxyribose-phosphate aldolase. enzyme. This enzyme is also known as 2-deoxy-D-ribose-5-phosphate acetaldehyde-lyase. deoxyriboaldolase. phosphodeoxyriboaldolase.
237	A phosphoribosylaminoimidazolesuccinocarboxamide synthase. enzyme. This enzyme is also known as 4-(N-succinocarboxamide)-5-aminoimidazole synthetase. 4-[(N-succinylamino)carbonyl]-5-aminoimidazole ribonucleotide synthetase. 5-aminoimidazole-4-N-succinocarboxamide ribonucleotide synthetase. phosphoribosylaminoimidazole-succinocarboxamide synthase. phosphoribosylaminoimidazolesuccinocarboxamide synthetase. phosphoribosylaminoimidazole-succinocarboxamide synthetase. SAICARs. SAICAR synthase. SAICAR synthetase.
238	A thymidylate synthase. enzyme.
239	A triacylglycerol lipase. enzyme. This enzyme is also known as lipase. tributyrase. triglyceride lipase.
240	A caspase-3. enzyme. This enzyme is also known as apopain. CASP-3. CPP32. yama protein.
241	A NAD(+) kinase. enzyme. This enzyme is also known as DPN kinase.
242	A nitric-oxide synthase (NADPH). enzyme. This enzyme is also known as endothelium-derived relaxation factor-forming enzyme. endothelium-derived relaxing factor synthase. NADPH-diaphorase. nitric-oxide synthetase. NO synthase.
243	A DNA helicase. enzyme.
244	A chitinase. enzyme. This enzyme is also known as 1,4-beta-poly-N-acetylglucosaminidase. chitodextrinase. poly-beta-glucosaminidase.
245	A N-acetylmuramoyl-L-alanine amidase. enzyme.
246	A nicotinate phosphoribosyltransferase. enzyme. This enzyme is also known as niacin ribonucleotidase. nicotinic acid mononucleotide glycohydrolase. nicotinic acid mononucleotide pyrophosphorylase. nicotinic acid phosphoribosyltransferase.
247	A RNA-directed DNA polymerase. enzyme. This enzyme is also known as DNA nucleotidyltransferase (RNA-directed). reverse transcriptase. revertase.
248	A phosphoglycolate phosphatase. enzyme.
249	A laccase. enzyme. This enzyme is also known as urishiol oxidase.
250	A 3-hydroxyacyl-CoA dehydrogenase. enzyme. This enzyme is also known as beta-hydroxyacyl dehydrogenase. beta-keto-reductase.
251	A aspartate carbamoyltransferase. enzyme. This enzyme is also known as aspartate transcarbamylase. ATCase. carbamoylaspartotranskinase.
252	A deoxyribodipyrimidine photo-lyase. enzyme. This enzyme is also known as DNA photolyase. photoreactivating enzyme.
253	A succinate dehydrogenase. enzyme. This enzyme is also known as fumarate reductase (menaquinone). succinate dehydrogenase (menaquinone). succinate dehydrogenase (quinone). succinate dehydrogenase (ubiquinone). succinic dehydrogenase.
254	A calcium/calmodulin-dependent protein kinase. enzyme. This enzyme is also known as Ca(2+)/calmodulin-dependent microtubule-associated protein 2 kinase. Ca(2+)/calmodulin-dependent protein kinase 1. Ca(2+)/calmodulin-dependent protein kinase II. Ca(2+)/calmodulin-dependent protein kinase IV. Ca(2+)/calmodulin-dependent protein kinase kinase. Ca(2+)/calmodulin-dependent protein kinase kinase beta. calcium/calmodulin-dependent protein kinase type II. caldesmon kinase. caldesmon kinase (phosphorylating). calmodulin-dependent kinase II. CaMKI. CaMKII. CaM kinase. CaM kinase II. CaMKIV. CaMKKalpha. CaMKKbeta. CAM PKII. CaM-regulated serine/threonine kinase. microtubule-associated protein 2 kinase.
255	A mitogen-activated protein kinase. enzyme. This enzyme is also known as c-Jun N-terminal kinase. ERK. extracellular signal-regulated kinase. JNK. MAPK. MAP kinase. MBP kinase I. MBP kinase II. microtubule-associated protein 2 kinase. microtubule-associated protein kinase. myelin basic protein kinase. SAPK. stress-activated protein kinase.
256	A beta-ketoacyl-[acyl-carrier-protein] synthase I. enzyme. This enzyme is also known as 3-ketoacyl-acyl carrier protein synthase. 3-oxoacyl-[acyl-carrier-protein] synthase. acyl-malonyl(acyl-carrier-protein)-condensing enzyme. acyl-malonyl acyl carrier protein-condensing enzyme. beta-ketoacyl-[acyl carrier protein] synthase. beta-ketoacyl-ACP synthase I. beta-ketoacyl-ACP synthetase. beta-ketoacyl acyl carrier protein synthase. beta-ketoacyl-acyl carrier protein synthetase. beta-ketoacylsynthase. beta-ketoacyl synthetase. condensing enzyme. fatty acid condensing enzyme. KAS I.
257	A mannosyl-oligosaccharide 1,2-alpha-mannosidase. enzyme. This enzyme is also known as Man9-mannosidase. ManI. mannosidase 1A. mannosidase 1B.
258	A RBR-type E3 ubiquitin transferase. enzyme.
259	A arylamine N-acetyltransferase. enzyme. This enzyme is also known as arylamine acetylase.
260	A glutamate racemase. enzyme.
261	A quercetin 2,3-dioxygenase. enzyme.
262	A tyrosinase. enzyme. This enzyme is also known as cresolase. monophenol monooxygenase. monophenol oxidase. N-acetyl-6-hydroxytryptophan oxidase. phenolase. tyrosine-dopa oxidase.
263	A peptide-methionine (S)-S-oxide reductase. enzyme. This enzyme is also known as methionine S-oxide reductase. methionine S-oxide reductase (S-form oxidizing). methionine sulfoxide reductase. methionine sulfoxide reductase A. methionine sulphoxide reductase A. peptide Met(O) reductase. peptide methionine sulfoxide reductase.
264	A thiosulfate sulfurtransferase. enzyme. This enzyme is also known as rhodanese. thiosulfate cyanide transsulfurase. thiosulfate thiotransferase.
265	A lysine--tRNA ligase. enzyme. This enzyme is also known as lysine translase. lysyl-tRNA synthetase.
266	A Transferred entry: 4.6.1.24. enzyme.
267	A polynucleotide adenylyltransferase. enzyme. This enzyme is also known as NTP polymerase. poly(A) polymerase. RNA adenylating enzyme.
268	A L-lactate dehydrogenase. enzyme. This enzyme is also known as L-lactic acid dehydrogenase. L-lactic dehydrogenase.
269	A nitrite reductase (NO-forming). enzyme. This enzyme is also known as cd-cytochrome nitrite reductase. cytochrome c-551:O2, NO2(+) oxidoreductase. cytochrome cd. cytochrome cd1. hydroxylamine (acceptor) reductase. methyl viologen-nitrite reductase. nitrite reductase. nitrite reductase (cytochrome; NO-forming). nitrite reductase (cytochrome). Pseudomonas cytochrome oxidase.
270	A 16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase. enzyme.
271	A ubiquitinyl hydrolase 1. enzyme. This enzyme is also known as ubiquitin C-terminal hydrolase. ubiquitin thiolesterase.
272	A protein-L-isoaspartate(D-aspartate) O-methyltransferase. enzyme. This enzyme is also known as L-isoaspartyl protein carboxyl methyltransferase. protein beta-aspartate O-methyltransferase. protein D-aspartate methyltransferase. protein L-isoaspartyl methyltransferase.
273	A hydroxymethylglutaryl-CoA synthase. enzyme. This enzyme is also known as (S)-3-hydroxy-3-methylglutaryl-CoA acetoacetyl-CoA-lyase (CoA- acetylating). 3-hydroxy-3-methylglutaryl-CoA synthase. 3-hydroxy-3-methylglutaryl CoA synthetase. 3-hydroxy-3-methylglutaryl coenzyme A synthase. 3-hydroxy-3-methylglutaryl-coenzyme A synthase. 3-hydroxy-3-methylglutaryl coenzyme A synthetase. acetoacetyl coenzyme A transacetase. beta-hydroxy-beta-methylglutaryl-CoA synthase. HMG-CoA synthase. hydroxymethylglutaryl coenzyme alpha-condensing enzyme. hydroxymethylglutaryl coenzyme A synthase.
274	A hexokinase. enzyme. This enzyme is also known as hexokinase type I. hexokinase type II. hexokinase type III. hexokinase type IV (glucokinase).
275	A carboxylesterase. enzyme. This enzyme is also known as ali-esterase. B-esterase. cocaine esterase. methylbutyrase. monobutyrase. procaine esterase.
276	A fructokinase. enzyme. This enzyme is also known as D-fructokinase.
277	A ribose-5-phosphate isomerase. enzyme. This enzyme is also known as 5-phosphoribose isomerase. D-ribose-5-phosphate ketol-isomerase. phosphopentoseisomerase. phosphopentosisomerase. phosphoriboisomerase. ribose 5-phosphate epimerase. ribose phosphate isomerase.
278	A 6-phosphofructokinase. enzyme. This enzyme is also known as phosphofructokinase I. phosphohexokinase.
279	A 3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring). enzyme. This enzyme is also known as 2-oxoisocaproate dehydrogenase. 2-oxoisovalerate (lipoate) dehydrogenase. 3-methyl-2-oxobutanoate dehydrogenase (lipoamide). alpha-keto-alpha-methylvalerate dehydrogenase. alpha-ketoisocaproate dehydrogenase. alpha-ketoisocaproic-alpha-keto-alpha-methylvaleric dehydrogenase. alpha-ketoisocaproic dehydrogenase. alpha-ketoisovalerate dehydrogenase. alpha-oxoisocaproate dehydrogenase. BCKDH. BCOAD. branched-chain (-2-oxoacid) dehydrogenase (BCD). branched-chain 2-keto acid dehydrogenase. branched-chain 2-oxo acid dehydrogenase. branched-chain alpha-keto acid dehydrogenase. branched-chain alpha-oxo acid dehydrogenase. branched chain keto acid dehydrogenase. branched-chain ketoacid dehydrogenase. branched-chain keto acid dehydrogenase. dehydrogenase, 2-oxoisovalerate (lipoate).
280	A phosphoadenylyl-sulfate reductase (thioredoxin). enzyme. This enzyme is also known as 3'-phosphoadenylylsulfate reductase. PAdoPS reductase. PAPS reductase. PAPS reductase, thioredoxin-dependent. PAPS sulfotransferase. phosphoadenosine-phosphosulfate reductase. thioredoxin:3'-phospho-adenylylsulfate reductase. thioredoxin:adenosine 3'-phosphate 5'-phosphosulfate reductase.
281	A NADPH dehydrogenase. enzyme. This enzyme is also known as NADPH diaphorase.
282	A ribonuclease P. enzyme.
283	A dihydrolipoyl dehydrogenase. enzyme. This enzyme is also known as dehydrolipoate dehydrogenase. diaphorase. dihydrolipoamide dehydrogenase. dihydrolipoic dehydrogenase. dihydrothioctic dehydrogenase. E3 component of alpha-ketoacid dehydrogenase complexes. glycine-cleavage system L-protein. LDP-Glc. LDP-Val. lipoamide dehydrogenase (NADH). lipoamide oxidoreductase (NADH). lipoamide reductase. lipoamide reductase (NADH). lipoate dehydrogenase. lipoic acid dehydrogenase. lipoyl dehydrogenase. L-protein.
284	A alpha,alpha-trehalose-phosphate synthase (UDP-forming). enzyme. This enzyme is also known as transglucosylase. trehalose 6-phosphate synthase. trehalose 6-phosphate synthetase. trehalose phosphate synthase. trehalose phosphate synthetase. trehalosephosphate-UDP glucosyltransferase. UDP-glucose--glucose-phosphate glucosyltransferase.
285	A glutathione-disulfide reductase. enzyme. This enzyme is also known as glutathione reductase. glutathione reductase (NADPH). glutathione S-reductase. GSH reductase. GSSG reductase. NADPH:oxidized-glutathione oxidoreductase. NADPH-glutathione reductase. NADPH-GSSG reductase.
286	A acetolactate synthase. enzyme. This enzyme is also known as acetohydroxyacid synthase. acetohydroxy acid synthetase. acetolactate pyruvate-lyase (carboxylating). acetolactic synthetase. alpha-acetohydroxyacid synthase. alpha-acetohydroxy acid synthetase. alpha-acetolactate synthase. alpha-acetolactate synthetase.
287	A 3-phytase. enzyme. This enzyme is also known as 1-phytase. myo-inositol-hexakisphosphate 3-phosphohydrolase. phytase. phytate 1-phosphatase. phytate 3-phosphatase. phytate 6-phosphatase.
288	A GMP synthase (glutamine-hydrolyzing). enzyme. This enzyme is also known as GMP synthetase (glutamine-hydrolyzing).
289	A acetylglutamate kinase. enzyme.
290	A Transferred entry: 4.3.3.7. enzyme.
291	A 5-oxoprolinase (ATP-hydrolyzing). enzyme. This enzyme is also known as 5-OPase. 5-oxo-L-prolinase. pyroglutamase (ATP-hydrolyzing).
292	A chloride peroxidase. enzyme. This enzyme is also known as chloroperoxidase. CPO. vanadium haloperoxidase.
293	A acetylxylan esterase. enzyme.
294	A ribose-phosphate diphosphokinase. enzyme. This enzyme is also known as Phosphoribosyl diphosphate synthetase. Phosphoribosyl pyrophosphate synthetase. ribose-phosphate pyrophosphokinase.
295	A adenosine kinase. enzyme.
296	A methionine--tRNA ligase. enzyme. This enzyme is also known as methionine translase. methionyl-transfer ribonucleate synthetase. methionyl-transfer ribonucleic acid synthetase. methionyl-transfer RNA synthetase. methionyl-tRNA synthetase. MetRS.
297	A adenine phosphoribosyltransferase. enzyme. This enzyme is also known as AMP diphosphorylase. AMP pyrophosphorylase. APRT. transphosphoribosidase.
298	A penicillin amidase. enzyme. This enzyme is also known as penicillin acylase.
299	A thioredoxin-disulfide reductase. enzyme. This enzyme is also known as NADPH:oxidized thioredoxin oxidoreductase. NADPH--thioredoxin reductase. NADP--thioredoxin reductase. thioredoxin reductase (NADPH).
300	A ribonuclease H. enzyme. This enzyme is also known as endoribonuclease H. RNase H.
301	A ribonucleoside-diphosphate reductase. enzyme. This enzyme is also known as ribonucleotide reductase.
302	A ferredoxin:protochlorophyllide reductase (ATP-dependent). enzyme. This enzyme is also known as light-independent protochlorophyllide reductase.
303	A [histone H3]-lysine(4) N-trimethyltransferase. enzyme.
304	A 6-phosphogluconolactonase. enzyme.
305	A shikimate dehydrogenase (NADP(+)). enzyme. This enzyme is also known as 5-dehydroshikimate reductase. 5-dehydroshikimic reductase. dehydroshikimic reductase. DHS reductase. shikimate 5-dehydrogenase. shikimate dehydrogenase. shikimate oxidoreductase.
306	A dynamin GTPase. enzyme.
307	A o-succinylbenzoate synthase. enzyme. This enzyme is also known as 2-succinylbenzoate synthase. OSBS. OSB synthase. o-succinylbenzoic acid synthase.
308	A malate dehydrogenase. enzyme. This enzyme is also known as malic dehydrogenase.
309	A histidinol-phosphate transaminase. enzyme. This enzyme is also known as Histidinol-phosphate aminotransferase. Imidazole acetol-phosphate transaminase. imidazolylacetolphosphate aminotransferase.
310	A ferroxidase. enzyme. This enzyme is also known as ceruloplasmin. HEPH. hephaestin.
311	A adenosylhomocysteine nucleosidase. enzyme. This enzyme is also known as 5'-methyladenosine nucleosidase. AdoHcy/MTA nucleosidase. S-adenosylhomocysteine/5'-methylthioadenosine nucleosidase. S-adenosylhomocysteine hydrolase. S-adenosylhomocysteine nucleosidase.
312	A ribonuclease III. enzyme. This enzyme is also known as ribonuclease 3. RNase III.
313	A succinate--CoA ligase (ADP-forming). enzyme. This enzyme is also known as succinate thiokinase. succinyl-CoA synthetase (ADP-forming).
314	A diacylglycerol kinase (ATP). enzyme. This enzyme is also known as DGK. diglyceride kinase.
315	A uracil phosphoribosyltransferase. enzyme. This enzyme is also known as UMP diphosphorylase. UMP pyrophosphorylase.
316	A 2-isopropylmalate synthase. enzyme. This enzyme is also known as 3-carboxy-3-hydroxy-4-methylpentanoate 3-methyl-2-oxobutanoate-lyase (CoA-acetylating). alpha-IPM synthetase. alpha-isopropylmalate synthase. alpha-isopropylmalate synthetase. alpha-isopropylmalic synthetase. isopropylmalate synthase. isopropylmalate synthetase.
317	A P-type Cu(+) transporter. enzyme. This enzyme is also known as Cu(+)-exporting ATPase.
318	A urease. enzyme.
319	A mitogen-activated protein kinase kinase. enzyme. This enzyme is also known as MAP2K. MAP kinase kinase. MAPKK. MEK. MKK.
320	A thymidine kinase. enzyme.
321	A non-specific protein-tyrosine kinase. enzyme. This enzyme is also known as cytoplasmic protein tyrosine kinase.
322	A corrinoid adenosyltransferase. enzyme. This enzyme is also known as aquacob(I)alamin adenosyltransferase. aquocob(I)alamin vitamin B12s adenosyltransferase. ATP:cob(I)alamin Cobeta-adenosyltransferase. ATP:corrinoid adenosyltransferase. cob(I)alamin adenosyltransferase. cob(I)yrinic acid a,c-diamide adenosyltransferase.
323	A purine-nucleoside phosphorylase. enzyme. This enzyme is also known as inosine phosphorylase. PNPase.
324	A aminomethyltransferase. enzyme. This enzyme is also known as glycine-cleavage system T-protein. glycine synthase. tetrahydrofolate aminomethyltransferase.
325	A peptidylprolyl isomerase. enzyme. This enzyme is also known as cyclophilin. peptidylprolyl cis-trans isomerase. peptidyl-prolyl cis-trans isomerase. PPIase. rotamase.
326	A dephospho-CoA kinase. enzyme. This enzyme is also known as dephosphocoenzyme A kinase.
327	A branched-chain-amino-acid transaminase. enzyme. This enzyme is also known as branched-chain amino acid aminotransferase. transaminase B.
328	A pyridoxal 5'-phosphate synthase. enzyme. This enzyme is also known as PMP oxidase. pyridoxamine 5'-phosphate oxidase. pyridoxamine phosphate oxidase. pyridoxamine-phosphate oxidase. pyridoxine (pyridoxamine) 5'-phosphate oxidase. pyridoxine (pyridoxamine)phosphate oxidase.
329	A spermidine synthase. enzyme. This enzyme is also known as aminopropyltransferase. putrescine aminopropyltransferase.
330	A chorismate mutase. enzyme. This enzyme is also known as hydroxyphenylpyruvate synthase.
331	A ferredoxin--NADP(+) reductase. enzyme.
332	A NAD(+) ADP-ribosyltransferase. enzyme. This enzyme is also known as ADP-ribosyltransferase (polymerizing). poly(adenosine diphosphate ribose) polymerase. poly(ADP-ribose)polymerase. poly(ADP-ribose) synthetase.
333	A protein-glutamine gamma-glutamyltransferase. enzyme. This enzyme is also known as fibrinoligase. glutaminylpeptide gamma-glutamyltransferase. polyamine transglutaminase. TGase. transglutaminase.
334	A aminoacyl-tRNA hydrolase. enzyme. This enzyme is also known as peptidyl-tRNA hydrolase.
335	A complement subcomponent C1s. enzyme. This enzyme is also known as C1s esterase.
336	A mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase. enzyme. This enzyme is also known as di-N-acetylchitobiosyl beta-N-acetylglucosaminidase. endo-beta-N-acetylglucosaminidase.
337	A DNA-directed DNA polymerase. enzyme. This enzyme is also known as DNA-dependent DNA polymerase. DNA nucleotidyltransferase (DNA-directed).
338	A histone deacetylase. enzyme. This enzyme is also known as HDAC.
339	A 4-alpha-glucanotransferase. enzyme. This enzyme is also known as D-enzyme. dextrin glycosyltransferase. disproportionating enzyme. oligo-1,4-1,4-glucantransferase.
340	A 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase. enzyme. This enzyme is also known as MECDP-synthase.
341	A 3-hydroxyacyl-[acyl-carrier-protein] dehydratase. enzyme. This enzyme is also known as (3R)-3-hydroxyoctanoyl-[acyl-carrier-protein] hydro-lyase. 3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase. beta-hydroxyoctanoyl-ACP-dehydrase. beta-hydroxyoctanoyl-acyl carrier protein dehydrase. beta-hydroxyoctanoyl thioester dehydratase. D-3-hydroxyoctanoyl-[acyl carrier protein] dehydratase.
342	A unspecific monooxygenase. enzyme. This enzyme is also known as aryl-4-monooxygenase. aryl hydrocarbon hydroxylase. cytochrome P450. flavoprotein-linked monooxygenase. microsomal monooxygenase. microsomal P450. xenobiotic monooxygenase.
343	A catalase. enzyme.
344	A phosphoserine phosphatase. enzyme.
345	A beta-fructofuranosidase. enzyme. This enzyme is also known as beta-fructosidase. invertase. saccharase.
346	A pyridoxal kinase. enzyme. This enzyme is also known as pyridoxamine kinase. pyridoxine kinase. vitamin B(6) kinase. vitamin B6 kinase.
347	A pantoate--beta-alanine ligase (AMP-forming). enzyme. This enzyme is also known as pantoate-activating enzyme. pantoic-activating enzyme. pantothenate synthetase.
348	A Xaa-Pro dipeptidase. enzyme. This enzyme is also known as gamma-peptidase. imidodipeptidase. peptidase D. prolidase. proline dipeptidase. X-Pro dipeptidase.
349	A UDP-glucose 4-epimerase. enzyme. This enzyme is also known as galactowaldenase. UDP-galactose 4-epimerase. uridine diphosphate galactose 4-epimerase. uridine diphospho-galactose-4-epimerase.
350	A thrombin. enzyme. This enzyme is also known as fibrinogenase.
351	A lysozyme. enzyme. This enzyme is also known as muramidase.
352	A pyruvate kinase. enzyme. This enzyme is also known as phosphoenolpyruvate kinase. phosphoenol transphosphorylase.
353	A RNA helicase. enzyme.
354	A thiol oxidase. enzyme. This enzyme is also known as sulfhydryl oxidase.
355	A 4-hydroxy-tetrahydrodipicolinate reductase. enzyme. This enzyme is also known as dihydrodipicolinate reductase.
